Processes: 411 total, 4 running, 407 sleeping, 1814 threads 
2018/10/10 10:38:01
Load Avg: 1.87, 1.65, 1.67 
CPU usage: 12.91% user, 14.16% sys, 72.91% idle 
SharedLibs: 189M resident, 56M data, 18M linkedit.
MemRegions: 93775 total, 4977M resident, 138M private, 1459M shared.
PhysMem: 15G used (2855M wired), 958M unused.
VM: 1863G vsize, 1302M framework vsize, 3123227(0) swapins, 3634695(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
96     logind           0.0   00:00.18 0     0    0      0B     0B     0B     96    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
95     loginwindow      0.0   00:34.86 0     0    0      0B     0B     0B     95    1     sleeping *0[0]      0.00000  0.00000    501 0        0      8         7         144       24        3         0       0     0.0   248399     718461     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
91     dasd             0.0   00:19.30 0     0    0      0B     0B     0B     91    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
90     displaypolicyd   0.0   00:00.31 0     0    0      0B     0B     0B     90    1     sleeping *0[0]      0.00000  0.00000    244 0        0      0         0         0         0         0         0       0     0.0   0          0          _displaypolicyd        N/A    N/A   N/A   N/A   N/A   N/A  
89     autofsd          0.0   00:00.02 0     0    0      0B     0B     0B     89    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
87     locationd        0.0   07:30.76 0     0    0      0B     0B     0B     87    1     sleeping  0[0]      0.00000  0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
84     securityd        0.0   00:18.72 0     0    0      0B     0B     0B     84    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
83     timed            0.0   00:02.82 0     0    0      0B     0B     0B     83    1     sleeping *0[0]      0.00000  0.00000    266 0        0      0         0         0         0         0         0       0     0.0   0          0          _timed                 N/A    N/A   N/A   N/A   N/A   N/A  
82     launchservicesd  0.0   01:16.40 0     0    0      0B     0B     0B     82    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
81     nbstated         0.0   00:00.54 0     0    0      0B     0B     0B     81    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
80     com.docker.vmnet 0.0   00:00.01 0     0    0      0B     0B     0B     80    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
79     apsd             0.0   00:12.49 -1    -1   -1     -8192B 0B     0B     79    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         3         0         1         0       1     0.0   29237      96768      root                   N/A    N/A   N/A   N/A   N/A   N/A  
78     opendirectoryd   0.0   00:53.83 0     0    0      0B     0B     0B     78    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
75     coreduetd        0.0   00:03.77 0     0    0      0B     0B     0B     75    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
74     backupd-helper   0.0   16:18.72 0     0    0      0B     0B     0B     74    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
71     diskarbitrationd 0.0   00:13.59 0     0    0      0B     0B     0B     71    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
69     iconservicesd    0.0   00:00.41 0     0    0      0B     0B     0B     69    1     sleeping  0[0]      0.00000  0.00000    240 0        0      0         0         0         0         0         0       0     0.0   0          0          _iconservices          N/A    N/A   N/A   N/A   N/A   N/A  
68     mds              0.1   03:01.65 0     0    0      0B     0B     0B     68    1     sleeping *0[0]      0.00517  0.00000    0   0        0      1         0         27        1         19        0       4     0.3   671120     2434523    root                   N/A    N/A   N/A   N/A   N/A   N/A  
61     logd             0.0   00:42.68 0     0    0      0B     0B     0B     61    1     sleeping *0[0]      0.00000  0.00000    0   0        0      8         8         16        8         9         0       0     0.0   308658     1047082    root                   N/A    N/A   N/A   N/A   N/A   N/A  
58     powerd           0.1   00:50.16 0     0    0      0B     0B     0B     58    1     sleeping *0[0]      0.00000  0.08391    0   5        0      20        0         171       54        15        0       0     0.1   1001346    3395785    root                   N/A    N/A   N/A   N/A   N/A   N/A  
57     configd          0.0   00:44.08 0     0    0      0B     0B     0B     57    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
55     systemstats      0.0   02:43.46 0     0    0      0B     0B     0B     55    1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
54     appleeventsd     0.0   00:00.91 0     0    0      0B     0B     0B     54    1     sleeping  0[0]      0.00000  0.00000    55  0        0      0         0         0         0         0         0       0     0.0   0          0          _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
51     mediaremoted     0.0   00:05.58 0     0    0      0B     0B     0B     51    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
49     fseventsd        0.3   01:40.79 0     0    0      0B     0B     0B     49    1     sleeping *0[0]      0.01204  0.00000    0   8        0      4         0         101       20        29        0       6     0.6   3312183    8383468    root                   N/A    N/A   N/A   N/A   N/A   N/A  
48     kextd            0.0   00:02.14 0     0    0      0B     0B     0B     48    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
47     uninstalld       0.0   00:04.21 -1    -1   -1     -8192B 0B     0B     47    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         2         0         1         0       1     0.0   27715      73577      root                   N/A    N/A   N/A   N/A   N/A   N/A  
44     UserEventAgent   0.0   00:10.03 0     0    0      0B     0B     0B     44    1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
43     syslogd          0.0   01:38.65 0     0    0      0B     0B     0B     43    1     sleeping  0[0]      0.00000  0.00000    0   0        0      1         0         45        1         11        0       0     0.0   922485     1412528    root                   N/A    N/A   N/A   N/A   N/A   N/A  
1      launchd          0.1   08:49.26 0     0    0      0B     0B     0B     1     0     sleeping  0[0]      0.00000  0.02166    0   9        1      20        8         46        39        14        0       1     0.2   1835812    3011987    root                   N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      5.0   01:45:00 0     0    0      0B     0B     0B     0     0     running   0[0]      0.00000  0.00000    0   0        0      6406      6229      0         0         4524      0       322   0.0   60176462   271476675  root                   N/A    N/A   N/A   N/A   N/A   N/A  
Processes: 412 total, 3 running, 409 sleeping, 1819 threads 
2018/10/10 10:38:09
Load Avg: 1.80, 1.64, 1.67 
CPU usage: 7.4% user, 5.84% sys, 87.11% idle 
SharedLibs: 189M resident, 56M data, 18M linkedit.
MemRegions: 93802 total, 4999M resident, 138M private, 1459M shared.
PhysMem: 15G used (2866M wired), 866M unused.
VM: 1867G vsize, 1302M framework vsize, 3123227(0) swapins, 3634695(0) swapouts.
Networks: packets: 16/1179B in, 6/442B out.
Disks: 0/0B read, 12/468K written.

PID    COMMAND          %CPU  TIME     #TH   #WQ  #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME  %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW POWER INSTRS     CYCLES     USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
99292  netbiosd         0.0   00:00.19 1     1    1      8192B  0B     0B     99292 1     sleeping *0[0]      0.00000  0.00000    222 2        0      0         0         14        0         7         0       0     0.0   193843     670830     _netbios               N/A    N/A   N/A   N/A   N/A   N/A  
99290  natpmpd          0.0   00:01.21 0     0    0      0B     0B     0B     98642 98642 sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         1         0         1         0       1     0.0   17741      63022      root                   N/A    N/A   N/A   N/A   N/A   N/A  
99286  AirPort Base Sta 0.0   00:00.02 0     0    0      0B     0B     0B     99286 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
98996  EmbeddedOSInstal 0.0   00:00.03 0     0    0      0B     0B     0B     98996 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
98807  NowPlayingTouchU 0.0   00:01.75 0     0    0      0B     0B     0B     98807 1     sleeping *0[0]      0.00000  0.00000    501 0        0      2         1         67        9         3         0       1     0.0   162500     569159     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
98783  VisualizerServic 0.0   00:00.70 0     0    0      0B     0B     0B     98783 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
98781  iTunes           1.8   02:03.35 0     0    0      0B     0B     0B     98781 1     sleeping *0[0]      0.00000  0.00000    501 0        0      97        1         1022      131       215       0       2     1.9   33447356   41123883   species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
98714  AssetCacheLocato 0.0   00:00.16 0     0    0      0B     0B     0B     98714 1     sleeping  0[0]      0.00000  0.00000    235 0        0      0         0         0         0         0         0       0     0.0   0          0          _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
98652  com.apple.Commer 0.0   00:00.08 0     0    0      0B     0B     0B     98652 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
98642  InternetSharing  0.0   00:00.19 0     0    0      0B     0B     0B     98642 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
98547  sandboxd         0.0   00:00.91 0     0    0      0B     0B     0B     98547 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
95768  usbmuxd          0.0   00:00.11 0     0    0      0B     0B     0B     95768 1     sleeping *0[0]      0.00000  0.00000    213 0        0      0         0         0         0         0         0       0     0.0   0          0          _usbmuxd               N/A    N/A   N/A   N/A   N/A   N/A  
89369  periodic-wrapper 0.0   00:00.01 0     0    0      0B     0B     0B     89369 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
89331  mdworker_shared  0.0   00:03.18 0     0    0      0B     0B     0B     89331 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
89330  mdworker_shared  0.0   00:02.98 0     0    0      0B     0B     0B     89330 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
89329  mdworker_shared  0.0   00:02.67 0     0    0      0B     0B     0B     89329 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
89328  mdworker_shared  0.0   00:02.63 0     0    0      0B     0B     0B     89328 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
83174  MTLCompilerServi 0.0   00:00.09 0     0    0      0B     0B     0B     83174 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
83171  LookupViewServic 0.0   00:03.59 0     0    0      0B     0B     0B     83171 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
74499  MTLCompilerServi 0.0   00:00.07 0     0    0      0B     0B     0B     74499 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
71918  mdworker_shared  0.0   00:00.15 0     0    0      0B     0B     0B     71918 1     sleeping *0[0]      0.00000  0.00000    89  0        0      0         0         0         0         0         0       0     0.0   0          0          _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
70586  contactsdonation 0.0   00:00.46 0     0    0      0B     0B     0B     70586 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
70585  heard            0.0   00:00.22 0     0    0      0B     0B     0B     70585 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
66513  plugin-container 0.0   07:32.61 0     0    0      0B     0B     0B     64071 64071 sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
64232  MTLCompilerServi 0.0   00:00.05 0     0    0      0B     0B     0B     64232 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
64074  plugin-container 0.0   05:24.31 0     0    0      0B     0B     0B     64071 64071 sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         2         0         1         0       1     0.0   15203      64340      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
64071  firefox          0.0   45:16.03 0     0    0      0B     0B     0B     64071 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
63980  com.apple.audio. 0.0   00:00.01 0     0    0      0B     0B     0B     63980 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
63932  rtcreportingd    0.0   00:01.19 0     0    0      0B     0B     0B     63932 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
63919  MTLCompilerServi 0.0   00:00.46 0     0    0      0B     0B     0B     63919 1     sleeping  0[0]      0.00000  0.00000    262 0        0      0         0         0         0         0         0       0     0.0   0          0          _cmiodalassistants     N/A    N/A   N/A   N/A   N/A   N/A  
62537  keybagd          0.0   00:00.01 0     0    0      0B     0B     0B     62537 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
61752  com.apple.Weathe 0.0   00:00.76 0     0    0      0B     0B     0B     61752 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         2         0         1         0       1     0.0   34365      136286     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
61749  com.apple.notifi 0.0   00:00.13 0     0    0      0B     0B     0B     61749 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
43019  AssetCacheManage 0.0   00:00.02 0     0    0      0B     0B     0B     43019 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
43018  writeconfig      0.0   00:00.03 0     0    0      0B     0B     0B     43018 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
40518  distnoted        0.0   00:00.19 0     0    0      0B     0B     0B     40518 1     sleeping *0[0]      0.00000  0.00000    205 0        0      0         0         0         0         0         0       0     0.0   0          0          _locationd             N/A    N/A   N/A   N/A   N/A   N/A  
40228  com.apple.siri-d 0.0   00:00.16 0     0    0      0B     0B     0B     40228 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
39178  LookupViewServic 0.0   00:08.63 0     0    0      0B     0B     0B     39178 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
37534  com.apple.CloudD 0.0   00:00.51 0     0    0      0B     0B     0B     37534 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
37159  MTLCompilerServi 0.0   00:00.44 0     0    0      0B     0B     0B     37159 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
37154  VTDecoderXPCServ 0.0   00:01.18 0     0    0      0B     0B     0B     37154 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
37131  periodic-wrapper 0.0   00:00.01 0     0    0      0B     0B     0B     37131 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
37055  silhouette       0.0   00:00.14 0     0    0      0B     0B     0B     37055 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
37052  periodic-wrapper 0.0   00:00.01 0     0    0      0B     0B     0B     37052 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
36591  DataDetectorsSou 0.0   00:00.05 0     0    0      0B     0B     0B     36591 1     sleeping  0[0]      0.00000  0.00000    257 0        0      0         0         0         0         0         0       0     0.0   0          0          _datadetectors         N/A    N/A   N/A   N/A   N/A   N/A  
36557  UsageTrackingAge 0.0   00:00.15 0     0    0      0B     0B     0B     36557 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
36472  CallHistorySyncH 0.0   00:02.09 0     0    0      0B     0B     0B     36472 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
36397  PerfPowerService 0.0   00:20.53 0     0    0      0B     0B     0B     36397 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
36297  IMRemoteURLConne 0.0   00:00.87 0     0    0      0B     0B     0B     36297 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
35255  MTLCompilerServi 0.0   00:00.16 0     0    0      0B     0B     0B     35255 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
35253  Preview          1.5   15:11.07 0     0    0      0B     0B     0B     35253 1     sleeping *0[2]      0.00000  0.58359    501 33       0      233       67        3175      669       135       0       1     1.6   10512433   42283197   species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
33315  VTDecoderXPCServ 0.0   00:00.39 0     0    0      0B     0B     0B     33315 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
33314  com.apple.access 0.0   00:00.08 0     0    0      0B     0B     0B     33314 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
31912  xpcroleaccountd  0.0   00:00.50 0     0    0      0B     0B     0B     31912 1     sleeping *0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
31844  MTLCompilerServi 0.0   00:00.09 0     0    0      0B     0B     0B     31844 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
31790  SimAudioProcesso 0.0   00:05.87 0     0    0      0B     0B     0B     31790 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
31789  SimStreamProcess 0.0   00:15.85 0     0    0      0B     0B     0B     31789 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
31607  com.apple.CoreSi 0.0   00:16.94 0     0    0      0B     0B     0B     31607 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
30830  IMAutomaticHisto 0.0   00:00.39 0     0    0      0B     0B     0B     30830 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
29812  mapspushd        0.0   00:00.64 0     0    0      0B     0B     0B     29812 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
29764  cdpd             0.0   00:00.09 0     0    0      0B     0B     0B     29764 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
26439  mobileactivation 0.0   00:00.06 0     0    0      0B     0B     0B     26439 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
22500  reversetemplated 0.0   00:00.20 0     0    0      0B     0B     0B     22500 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
22498  recentsd         0.0   00:00.44 0     0    0      0B     0B     0B     22498 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
22490  com.apple.toneli 0.0   00:00.13 0     0    0      0B     0B     0B     22490 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
16388  com.apple.Commer 0.0   00:00.15 0     0    0      0B     0B     0B     16388 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
16385  storeinstalld    0.0   00:00.10 0     0    0      0B     0B     0B     16385 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
14553  ContextService   0.0   00:00.34 0     0    0      0B     0B     0B     14553 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
14552  com.apple.photom 0.0   00:01.13 0     0    0      0B     0B     0B     14552 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12724  dprivacyd        0.0   00:00.72 0     0    0      0B     0B     0B     12724 1     sleeping  0[0]      0.00000  0.00000    0   0        0      0         0         0         0         0         0       0     0.0   0          0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
12704  siriknowledged   0.0   00:00.34 0     0    0      0B     0B     0B     12704 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12694  FMIPClientXPCSer 0.0   00:00.24 0     0    0      0B     0B     0B     12694 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12635  mdworker         0.0   01:16.03 0     0    0      0B     0B     0B     12635 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12634  mdworker         0.0   00:15.68 0     0    0      0B     0B     0B     12634 1     sleeping *0[0]      0.00000  0.00000    89  0        0      0         0         0         0         0         0       0     0.0   0          0          _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
12626  com.apple.sbd    0.0   00:01.82 0     0    0      0B     0B     0B     12626 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         2         0         1         0       1     0.0   34539      161584     species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12623  EscrowSecurityAl 0.0   00:00.18 0     0    0      0B     0B     0B     12623 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
12614  PowerChime       0.0   00:10.50 0     0    0      0B     0B     0B     12614 1     sleeping *0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
10800  VTDecoderXPCServ 0.0   00:01.08 0     0    0      0B     0B     0B     10800 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
10799  com.apple.audio. 0.0   00:00.02 0     0    0      0B     0B     0B     10799 1     sleeping  0[0]      0.00000  0.00000    501 0        0      0         0         0         0         0         0       0     0.0   0          0          species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
