Processes: 411 total, 4 running, 407 sleeping, 1814 threads 
2018/10/10 10:38:01
Load Avg: 1.87, 1.65, 1.67 
CPU usage: 12.91% user, 14.16% sys, 72.91% idle 
SharedLibs: 189M resident, 56M data, 18M linkedit.
MemRegions: 93775 total, 4977M resident, 138M private, 1459M shared.
PhysMem: 15G used (2855M wired), 958M unused.
VM: 1863G vsize, 1302M framework vsize, 3123227(0) swapins, 3634695(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
6313   mdworker_shared  0.0  00:00.16 4     1   59     20188K 0B     0B     6313  1     sleeping *0[1]      0.00000 0.00000    501 9793     195    887       361       2597      1068      421       1       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6312   mdworker_shared  0.0  00:00.24 4     1   59     24324K 0B     0B     6312  1     sleeping *0[1]      0.00000 0.00000    501 10811    195    1141      441       4378      1451      745       1       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6311   mdworker_shared  0.0  00:00.13 3     1   57     5924K  0B     0B     6311  1     sleeping *0[1]      0.00000 0.00000    501 5966     193    952       381       2953      1138      412       13      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6298   ReportCrash      0.0  00:00.04 3     1   32     1016K  0B     864K   6298  1     sleeping  0[0]      0.00000 0.00000    501 3287     154    123       87        1310      366       467       7       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6247   MTLCompilerServi 0.0  00:00.07 2     2   24     5888K  0B     5732K  6247  1     sleeping *0[2]      0.00000 0.00000    501 6044     442    135       84        1496      373       395       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6242   MTLCompilerServi 0.0  00:00.12 2     2   21     8028K  0B     7860K  6242  1     sleeping *0[6]      0.00000 0.00000    501 6733     441    154       90        1757      386       375       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
6240   LastPass         0.0  07:29.85 7     1   523    135M   0B     117M   6240  1     sleeping *0[10135]  0.00000 0.00000    501 812644   1129   5139235   1155232   66343188  12890912  5335236   2992    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5962   CoreServicesUIAg 0.0  00:00.32 4     2   184    5016K  0B     0B     5962  1     sleeping *0[1]      0.00000 0.00000    501 5879     265    2390      601       28091     6097      3214      2       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5697   USBAgent         0.0  00:00.10 2     2   33     2464K  0B     2028K  5697  1     sleeping  0[0]      0.00000 0.00000    501 5493     149    832       375       2983      1467      1420      38      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5694   plugin-container 0.0  00:08.77 34    1   189    145M   536K   0B     64071 64071 sleeping *0[58]     0.00000 0.00000    501 231083   4856   20030     8074      107909    73885     42722     51      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5668   coreautha        0.0  00:09.26 3     1   291    18616K 0B     12100K 5668  1     sleeping *0[2087]   0.00000 0.00000    501 33437    332    58951     23772     1416252   220946    124835    241     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5667   followupd        0.0  00:00.16 2     1   42     1400K  0B     1060K  5667  1     sleeping  0[0]      0.00000 0.00000    501 6831     163    689       288       3573      1180      1490      204     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
5666   MTLCompilerServi 0.0  00:00.06 2     2   21     6164K  0B     5996K  5666  1     sleeping *0[2]      0.00000 0.00000    0   6108     438    98        81        1462      288       365       0       0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
5665   diskmanagementd  0.0  00:00.32 29    1   329    3344K  0B     1804K  5665  1     sleeping *0[1]      0.00000 0.00000    0   6424     205    7666      2762      18757     13203     4542      178     0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
5662   diagnosticd      0.0  00:45.65 2     2   67     7708K  0B     6836K  5662  1     sleeping *0[1]      0.00000 0.00000    0   32968    148    60684     20649     1563668   81810     430559    2567    0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
3600   MTLCompilerServi 0.0  00:00.11 2     2   24     6372K  0B     6212K  3600  1     sleeping *0[4]      0.00000 0.00000    501 6204     442    148       91        1753      392       455       344     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
3136   colorsync.userag 0.0  00:00.12 2     1   51     1444K  0B     1024K  3136  1     sleeping *0[1]      0.00000 0.00000    501 3676     142    665       584       7730      2576      1755      4       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2668   plugin-container 0.0  00:12.70 35    1   192    194M   0B     0B     64071 64071 sleeping *0[81]     0.00000 0.00000    501 233764   5695   40829     18238     153247    77714     54215     178     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2370   clangd           0.0  00:10.95 2     0   16     22112K 0B     0B     2260  2260  sleeping *0[1]      0.00000 0.00000    501 103127   1378   324       160       199246    802       16050     1933    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2322   mdworker_shared  0.0  00:00.51 4     1   58     12336K 0B     0B     2322  1     sleeping *0[1]      0.00000 0.00000    501 35937    195    1573      627       6395      1988      1806      3       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2314   spindump_agent   0.0  00:00.18 2     2   39     1216K  0B     716K   2314  1     sleeping *0[28]     0.00000 0.00000    501 4883     145    1794      890       4686      2310      2337      13      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2313   spindump         0.0  00:06.42 2     2   102    50524K 0B     49008K 2313  1     sleeping *0[1]      0.00000 0.00000    0   174211   249    62760     21864     88401     47497     31499     2399    0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
2296   MTLCompilerServi 0.0  00:00.32 2     2   22     8940K  0B     0B     2296  1     sleeping *0[12]     0.00000 0.00000    501 7200     441    191       54        2117      385       562       2570    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2284   fsnotifier       0.0  00:00.46 3     1   32     856K   0B     0B     2260  2260  sleeping *0[1]      0.00000 0.00000    501 13603    125    3075      33        52567     21286     3820      3       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2260   clion            0.0  11:41.09 79    4   567    1494M  18852K 0B     2260  1     sleeping *0[371]    0.00000 0.00000    501 1445276  30895  791145    266830    9488379   1418240   1824276   8974    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2171   ocspd            0.0  00:00.05 2     1   34     2044K  0B     0B     2171  1     sleeping *0[1]      0.00000 0.00000    0   2869     169    667       28        1374      3255      421       0       0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
2039   com.apple.siri.C 0.0  00:00.14 3     1   41     4048K  0B     3208K  2039  1     sleeping *0[6]      0.00000 0.00000    501 7592     176    632       675       8044      2422      1654      64      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2038   com.apple.audio. 0.0  00:00.02 2     2   22     988K   0B     820K   2038  1     sleeping *0[2]      0.00000 0.00000    501 3392     145    113       85        1349      294       359       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2037   assertiond       0.0  00:00.34 2     1   52     1808K  0B     832K   2037  1     sleeping *0[63]     0.00000 0.00000    501 8710     157    1322      801       6085      2472      4632      234     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2036   com.apple.speech 0.0  00:05.67 2     1   120    22100K 0B     15752K 2036  1     sleeping *0[1]      0.00000 0.00000    501 76833    286    49563     22424     561506    155241    97915     11016   0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2034   MTLCompilerServi 0.0  00:00.10 2     2   24     6228K  0B     6068K  2034  1     sleeping *0[4]      0.00000 0.00000    501 6181     442    148       91        1756      390       400       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
2033   com.apple.DFRSys 0.0  00:00.27 2     1   56     1596K  0B     660K   2033  1     sleeping *0[31]     0.00000 0.00000    501 9629     164    1866      1638      12800     5558      6317      10      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1885   mdworker_shared  0.0  00:02.56 3     1   56     14112K 0B     0B     1885  1     sleeping *0[1]      0.00000 0.00000    501 16924    207    683       287       1744      835       2295      4       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1884   mdworker_shared  0.0  00:02.55 3     1   56     14184K 0B     0B     1884  1     sleeping *0[1]      0.00000 0.00000    501 16924    206    665       276       1760      825       2164      0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1874   com.apple.Dictio 0.0  00:00.27 2     2   35     3804K  0B     3320K  1874  1     sleeping *0[5]      0.00000 0.00000    501 6547     142    4510      1282      11938     9403      6012      8       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1862   MTLCompilerServi 0.0  00:00.21 2     2   25     8928K  0B     5244K  1862  1     sleeping *0[31]     0.00000 0.00000    501 11751    442    333       140       2279      641       712       453     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1861   QuickLookUIServi 0.0  00:09.65 3     1   183    30152K 7056K  9432K  1861  1     sleeping  0[7619]   0.00000 0.00000    501 60106    337    66353     23159     1260933   218507    108168    811     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1355   MTLCompilerServi 0.0  00:00.07 2     2   24     6504K  0B     6336K  1355  1     sleeping *0[2]      0.00000 0.00000    501 6074     442    135       88        1511      388       453       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1354   OSDUIHelper      0.0  00:11.16 3     1   178    15172K 0B     8136K  1354  1     sleeping *0[2645]   0.00000 0.00000    501 31924    305    86159     27033     1618591   272495    149353    105     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1352   MTLCompilerServi 0.0  00:00.12 2     2   24     7144K  0B     6976K  1352  1     sleeping *0[6]      0.00000 0.00000    501 8000     442    161       94        1796      413       448       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1266   ssh-agent        0.0  00:00.04 1     0   21     860K   0B     712K   1266  1     sleeping *0[1]      0.00000 0.00000    501 1732     156    87        28        1011      203       121       119     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1084   keyboardservices 0.0  00:01.93 2     1   65     4024K  0B     1976K  1084  1     sleeping *0[4]      0.00000 0.00000    501 16656    217    2584      1398      57103     6166      31374     300     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1083   AppleSpell       0.0  00:05.87 3     2   121    29232K 0B     21188K 1083  1     sleeping *0[1]      0.00000 0.00000    501 43222    485    27030     8464      231644    47139     44120     3531    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
1006   avconferenced    0.0  07:13.37 3     1   199    43300K 0B     40208K 1006  1     sleeping *0[74]     0.00000 0.00000    501 406804   478    2624162   1149100   5466705   2113161   2054465   2970    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
984    appstoreagent    0.0  00:05.29 4     2   101    7048K  0B     1192K  984   1     sleeping *0[12]     0.00000 0.00000    501 42785    342    9631      1880      230640    32496     76984     1496    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
973    atsd             0.0  00:01.20 2     1   79     4808K  0B     2300K  973   1     sleeping *0[131]    0.00000 0.00000    501 18067    450    3091      1189      136895    16416     12060     344     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
963    com.apple.hiserv 0.0  00:04.71 2     2   49     1516K  0B     344K   963   1     sleeping *0[17515]  0.00000 0.00000    501 19593    132    123674    23400     114510    117841    59944     8       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
961    Telegram         0.0  21:06.80 17    6   3762   588M   48024K 217M   961   1     sleeping  0[9091]   0.00000 0.00000    501 19351179 53663  5538123   1407529   61513327  13191662  7093145   52171   0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
785    SafariBookmarksS 0.0  00:27.81 5     3   64     6020K  0B     4804K  785   1     sleeping *0[1]      0.00000 0.00000    501 11708    230    94902     1361      1963751   375168    557592    229     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
775    suggestd         0.0  00:14.81 2     1   262    24584K 65536B 10548K 775   1     sleeping *0[6861]   0.00000 0.00000    501 83705    604    80325     21657     456151    140696    124138    4335    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
773    corespotlightd   0.0  00:05.68 3     1   76     27616K 16384B 8200K  773   1     sleeping *0[1449]   0.00000 0.00000    501 51558    227    39965     12800     240628    69392     55655     1479    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
766    com.apple.iTunes 0.0  00:03.27 2     2   48     5692K  0B     2872K  766   1     sleeping *0[4595]   0.00000 0.00000    501 13481    190    32457     15373     73779     41741     39186     150     0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
761    assistant_servic 0.0  00:52.33 3     1   137    25452K 0B     7584K  761   1     sleeping *0[4578]   0.00000 0.00000    501 355981   773    124787    55876     754748    243053    252209    3752    0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
754    secinitd         0.0  00:00.61 2     2   39     3836K  0B     2972K  754   1     sleeping *0[1]      0.00000 0.00000    0   8485     184    360       6881      20645     7460      20576     0       0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
753    com.apple.geod   0.0  00:04.28 4     1   57     10404K 0B     6108K  753   1     sleeping *0[29]     0.00000 0.00000    0   26893    396    3702      8089      118348    16211     56553     669     0     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
738    com.apple.audio. 0.0  00:00.04 2     2   21     1008K  0B     836K   738   1     sleeping  0[0]      0.00000 0.00000    501 3455     145    111       85        1346      298       457       0       0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
735    AudioComponentRe 0.0  00:00.44 2     1   77     6316K  0B     4536K  735   1     sleeping *0[56]     0.00000 0.00000    501 10605    455    1652      1071      25814     4731      2749      30      0     0.0   0      0      species_decipit        N/A    N/A   N/A   N/A   N/A   N/A  
